Thick dike (pole-pole, pole-dipole, dipole-dipole)
   5.00
 11
0
Type of measurement (0=app. resistivity,1=resistance)
 0
5477
1
0
4   120.0000,0.0    110.0000,0.0    150.0000,0.0    160.0000,0.0     233.7318
4   125.0000,0.0    115.0000,0.0    155.0000,0.0    165.0000,0.0     199.8258
4   130.0000,0.0    120.0000,0.0    160.0000,0.0    170.0000,0.0     187.3939
4   135.0000,0.0    125.0000,0.0    165.0000,0.0    175.0000,0.0     187.3939
4   140.0000,0.0    130.0000,0.0    170.0000,0.0    180.0000,0.0     199.8258
4   145.0000,0.0    135.0000,0.0    175.0000,0.0    185.0000,0.0     233.7316
4   150.0000,0.0    140.0000,0.0    180.0000,0.0    190.0000,0.0     300.6268
4   155.0000,0.0    145.0000,0.0    185.0000,0.0    195.0000,0.0     399.1116
4   160.0000,0.0    150.0000,0.0    190.0000,0.0    200.0000,0.0     493.6516
4   165.0000,0.0    155.0000,0.0    195.0000,0.0    205.0000,0.0     538.6178
4   170.0000,0.0    160.0000,0.0    200.0000,0.0    210.0000,0.0     537.8692
4   175.0000,0.0    165.0000,0.0    205.0000,0.0    215.0000,0.0     522.9385
4   180.0000,0.0    170.0000,0.0    210.0000,0.0    220.0000,0.0     509.0516
4   185.0000,0.0    175.0000,0.0    215.0000,0.0    225.0000,0.0     498.6711
4   190.0000,0.0    180.0000,0.0    220.0000,0.0    230.0000,0.0     491.2004
4   195.0000,0.0    185.0000,0.0    225.0000,0.0    235.0000,0.0     485.7957
4   200.0000,0.0    190.0000,0.0    230.0000,0.0    240.0000,0.0     481.8237
4   205.0000,0.0    195.0000,0.0    235.0000,0.0    245.0000,0.0     478.8539
4   210.0000,0.0    200.0000,0.0    240.0000,0.0    250.0000,0.0     476.5981
4   215.0000,0.0    205.0000,0.0    245.0000,0.0    255.0000,0.0     474.8616
4   220.0000,0.0    210.0000,0.0    250.0000,0.0    260.0000,0.0     473.5110
4   225.0000,0.0    215.0000,0.0    255.0000,0.0    265.0000,0.0     472.4536
4   230.0000,0.0    220.0000,0.0    260.0000,0.0    270.0000,0.0     471.6248
4   235.0000,0.0    225.0000,0.0    265.0000,0.0    275.0000,0.0     470.9808
4   240.0000,0.0    230.0000,0.0    270.0000,0.0    280.0000,0.0     470.4946
4   245.0000,0.0    235.0000,0.0    275.0000,0.0    285.0000,0.0     470.1570
4   250.0000,0.0    240.0000,0.0    280.0000,0.0    290.0000,0.0     469.9837
4   255.0000,0.0    245.0000,0.0    285.0000,0.0    295.0000,0.0     470.0402
4    25.0000,0.0      0.0000,0.0     50.0000,0.0     75.0000,0.0     499.0053
4    30.0000,0.0      5.0000,0.0     55.0000,0.0     80.0000,0.0     499.6540
4    35.0000,0.0     10.0000,0.0     60.0000,0.0     85.0000,0.0     500.5505
4    40.0000,0.0     15.0000,0.0     65.0000,0.0     90.0000,0.0     501.7202
4    45.0000,0.0     20.0000,0.0     70.0000,0.0     95.0000,0.0     503.2171
4    50.0000,0.0     25.0000,0.0     75.0000,0.0    100.0000,0.0     505.1258
4    55.0000,0.0     30.0000,0.0     80.0000,0.0    105.0000,0.0     507.5692
4    60.0000,0.0     35.0000,0.0     85.0000,0.0    110.0000,0.0     510.7230
4    65.0000,0.0     40.0000,0.0     90.0000,0.0    115.0000,0.0     514.8380
4    70.0000,0.0     45.0000,0.0     95.0000,0.0    120.0000,0.0     520.2678
4    75.0000,0.0     50.0000,0.0    100.0000,0.0    125.0000,0.0     527.4763
4    80.0000,0.0     55.0000,0.0    105.0000,0.0    130.0000,0.0     536.8835
4    85.0000,0.0     60.0000,0.0    110.0000,0.0    135.0000,0.0     547.9353
4    90.0000,0.0     65.0000,0.0    115.0000,0.0    140.0000,0.0     556.0584
4    95.0000,0.0     70.0000,0.0    120.0000,0.0    145.0000,0.0     551.2756
4   100.0000,0.0     75.0000,0.0    125.0000,0.0    150.0000,0.0     527.1981
4   105.0000,0.0     80.0000,0.0    130.0000,0.0    155.0000,0.0     482.1422
4   110.0000,0.0     85.0000,0.0    135.0000,0.0    160.0000,0.0     415.8350
4   115.0000,0.0     90.0000,0.0    140.0000,0.0    165.0000,0.0     335.8806
4   120.0000,0.0     95.0000,0.0    145.0000,0.0    170.0000,0.0     266.5932
4   125.0000,0.0    100.0000,0.0    150.0000,0.0    175.0000,0.0     223.1621
4   130.0000,0.0    105.0000,0.0    155.0000,0.0    180.0000,0.0     202.4898
4   135.0000,0.0    110.0000,0.0    160.0000,0.0    185.0000,0.0     196.8480
4   140.0000,0.0    115.0000,0.0    165.0000,0.0    190.0000,0.0     202.4897
4   145.0000,0.0    120.0000,0.0    170.0000,0.0    195.0000,0.0     223.1619
4   150.0000,0.0    125.0000,0.0    175.0000,0.0    200.0000,0.0     266.5930
4   155.0000,0.0    130.0000,0.0    180.0000,0.0    205.0000,0.0     335.8801
4   160.0000,0.0    135.0000,0.0    185.0000,0.0    210.0000,0.0     415.8342
4   165.0000,0.0    140.0000,0.0    190.0000,0.0    215.0000,0.0     482.1411
4   170.0000,0.0    145.0000,0.0    195.0000,0.0    220.0000,0.0     527.1967
4   175.0000,0.0    150.0000,0.0    200.0000,0.0    225.0000,0.0     551.2739
4   180.0000,0.0    155.0000,0.0    205.0000,0.0    230.0000,0.0     556.0566
4   185.0000,0.0    160.0000,0.0    210.0000,0.0    235.0000,0.0     547.9335
4   190.0000,0.0    165.0000,0.0    215.0000,0.0    240.0000,0.0     536.8817
4   195.0000,0.0    170.0000,0.0    220.0000,0.0    245.0000,0.0     527.4746
4   200.0000,0.0    175.0000,0.0    225.0000,0.0    250.0000,0.0     520.2662
4   205.0000,0.0    180.0000,0.0    230.0000,0.0    255.0000,0.0     514.8365
4   210.0000,0.0    185.0000,0.0    235.0000,0.0    260.0000,0.0     510.7217
4   215.0000,0.0    190.0000,0.0    240.0000,0.0    265.0000,0.0     507.5680
4   220.0000,0.0    195.0000,0.0    245.0000,0.0    270.0000,0.0     505.1248
4   225.0000,0.0    200.0000,0.0    250.0000,0.0    275.0000,0.0     503.2162
4   230.0000,0.0    205.0000,0.0    255.0000,0.0    280.0000,0.0     501.7194
4   235.0000,0.0    210.0000,0.0    260.0000,0.0    285.0000,0.0     500.5499
4   240.0000,0.0    215.0000,0.0    265.0000,0.0    290.0000,0.0     499.6535
4   245.0000,0.0    220.0000,0.0    270.0000,0.0    295.0000,0.0     499.0049
4    15.0000,0.0      0.0000,0.0     45.0000,0.0     60.0000,0.0     495.9078
4    20.0000,0.0      5.0000,0.0     50.0000,0.0     65.0000,0.0     496.1392
4    25.0000,0.0     10.0000,0.0     55.0000,0.0     70.0000,0.0     496.5988
4    30.0000,0.0     15.0000,0.0     60.0000,0.0     75.0000,0.0     497.2623
4    35.0000,0.0     20.0000,0.0     65.0000,0.0     80.0000,0.0     498.1407
4    40.0000,0.0     25.0000,0.0     70.0000,0.0     85.0000,0.0     499.2696
4    45.0000,0.0     30.0000,0.0     75.0000,0.0     90.0000,0.0     500.7078
4    50.0000,0.0     35.0000,0.0     80.0000,0.0     95.0000,0.0     502.5422
4    55.0000,0.0     40.0000,0.0     85.0000,0.0    100.0000,0.0     504.8976
4    60.0000,0.0     45.0000,0.0     90.0000,0.0    105.0000,0.0     507.9527
4    65.0000,0.0     50.0000,0.0     95.0000,0.0    110.0000,0.0     511.9675
4    70.0000,0.0     55.0000,0.0    100.0000,0.0    115.0000,0.0     517.3205
4    75.0000,0.0     60.0000,0.0    105.0000,0.0    120.0000,0.0     524.5577
4    80.0000,0.0     65.0000,0.0    110.0000,0.0    125.0000,0.0     534.4008
4    85.0000,0.0     70.0000,0.0    115.0000,0.0    130.0000,0.0     547.4268
4    90.0000,0.0     75.0000,0.0    120.0000,0.0    135.0000,0.0     562.1376
4    95.0000,0.0     80.0000,0.0    125.0000,0.0    140.0000,0.0     568.4103
4   100.0000,0.0     85.0000,0.0    130.0000,0.0    145.0000,0.0     544.0194
4   105.0000,0.0     90.0000,0.0    135.0000,0.0    150.0000,0.0     476.1466
4   110.0000,0.0     95.0000,0.0    140.0000,0.0    155.0000,0.0     377.4448
4   115.0000,0.0    100.0000,0.0    145.0000,0.0    160.0000,0.0     287.3467
4   120.0000,0.0    105.0000,0.0    150.0000,0.0    165.0000,0.0     230.0968
4   125.0000,0.0    110.0000,0.0    155.0000,0.0    170.0000,0.0     202.1963
4   130.0000,0.0    115.0000,0.0    160.0000,0.0    175.0000,0.0     192.1976
4   135.0000,0.0    120.0000,0.0    165.0000,0.0    180.0000,0.0     192.1976
4   140.0000,0.0    125.0000,0.0    170.0000,0.0    185.0000,0.0     202.1962
4   145.0000,0.0    130.0000,0.0    175.0000,0.0    190.0000,0.0     230.0967
4   150.0000,0.0    135.0000,0.0    180.0000,0.0    195.0000,0.0     287.3464
4   155.0000,0.0    140.0000,0.0    185.0000,0.0    200.0000,0.0     377.4442
4   160.0000,0.0    145.0000,0.0    190.0000,0.0    205.0000,0.0     476.1456
4   165.0000,0.0    150.0000,0.0    195.0000,0.0    210.0000,0.0     544.0181
4   170.0000,0.0    155.0000,0.0    200.0000,0.0    215.0000,0.0     568.4088
4   175.0000,0.0    160.0000,0.0    205.0000,0.0    220.0000,0.0     562.1360
4   180.0000,0.0    165.0000,0.0    210.0000,0.0    225.0000,0.0     547.4252
4   185.0000,0.0    170.0000,0.0    215.0000,0.0    230.0000,0.0     534.3992
4   190.0000,0.0    175.0000,0.0    220.0000,0.0    235.0000,0.0     524.5563
4   195.0000,0.0    180.0000,0.0    225.0000,0.0    240.0000,0.0     517.3191
4   200.0000,0.0    185.0000,0.0    230.0000,0.0    245.0000,0.0     511.9662
4   205.0000,0.0    190.0000,0.0    235.0000,0.0    250.0000,0.0     507.9517
4   210.0000,0.0    195.0000,0.0    240.0000,0.0    255.0000,0.0     504.8966
4   215.0000,0.0    200.0000,0.0    245.0000,0.0    260.0000,0.0     502.5414
4   220.0000,0.0    205.0000,0.0    250.0000,0.0    265.0000,0.0     500.7072
4   225.0000,0.0    210.0000,0.0    255.0000,0.0    270.0000,0.0     499.2690
4   230.0000,0.0    215.0000,0.0    260.0000,0.0    275.0000,0.0     498.1403
4   235.0000,0.0    220.0000,0.0    265.0000,0.0    280.0000,0.0     497.2620
4   240.0000,0.0    225.0000,0.0    270.0000,0.0    285.0000,0.0     496.5986
4   245.0000,0.0    230.0000,0.0    275.0000,0.0    290.0000,0.0     496.1391
4   250.0000,0.0    235.0000,0.0    280.0000,0.0    295.0000,0.0     495.9078
4    10.0000,0.0      0.0000,0.0     50.0000,0.0     60.0000,0.0     541.7041
4    15.0000,0.0      5.0000,0.0     55.0000,0.0     65.0000,0.0     542.0675
4    20.0000,0.0     10.0000,0.0     60.0000,0.0     70.0000,0.0     542.7591
4    25.0000,0.0     15.0000,0.0     65.0000,0.0     75.0000,0.0     543.7476
4    30.0000,0.0     20.0000,0.0     70.0000,0.0     80.0000,0.0     545.0499
4    35.0000,0.0     25.0000,0.0     75.0000,0.0     85.0000,0.0     546.7177
4    40.0000,0.0     30.0000,0.0     80.0000,0.0     90.0000,0.0     548.8364
4    45.0000,0.0     35.0000,0.0     85.0000,0.0     95.0000,0.0     551.5311
4    50.0000,0.0     40.0000,0.0     90.0000,0.0    100.0000,0.0     554.9808
4    55.0000,0.0     45.0000,0.0     95.0000,0.0    105.0000,0.0     559.4412
4    60.0000,0.0     50.0000,0.0    100.0000,0.0    110.0000,0.0     565.2793
4    65.0000,0.0     55.0000,0.0    105.0000,0.0    115.0000,0.0     573.0234
4    70.0000,0.0     60.0000,0.0    110.0000,0.0    120.0000,0.0     583.4119
4    75.0000,0.0     65.0000,0.0    115.0000,0.0    125.0000,0.0     597.3373
4    80.0000,0.0     70.0000,0.0    120.0000,0.0    130.0000,0.0     615.1140
4    85.0000,0.0     75.0000,0.0    125.0000,0.0    135.0000,0.0     632.6550
4    90.0000,0.0     80.0000,0.0    130.0000,0.0    140.0000,0.0     629.5119
4    95.0000,0.0     85.0000,0.0    135.0000,0.0    145.0000,0.0     567.5226
4   100.0000,0.0     90.0000,0.0    140.0000,0.0    150.0000,0.0     447.5957
4   105.0000,0.0     95.0000,0.0    145.0000,0.0    155.0000,0.0     329.2167
4   110.0000,0.0    100.0000,0.0    150.0000,0.0    160.0000,0.0     253.2349
4   115.0000,0.0    105.0000,0.0    155.0000,0.0    165.0000,0.0     217.3171
4   120.0000,0.0    110.0000,0.0    160.0000,0.0    170.0000,0.0     203.9332
4   125.0000,0.0    115.0000,0.0    165.0000,0.0    175.0000,0.0     199.7790
4   130.0000,0.0    120.0000,0.0    170.0000,0.0    180.0000,0.0     199.7790
4   135.0000,0.0    125.0000,0.0    175.0000,0.0    185.0000,0.0     203.9331
4   140.0000,0.0    130.0000,0.0    180.0000,0.0    190.0000,0.0     217.3169
4   145.0000,0.0    135.0000,0.0    185.0000,0.0    195.0000,0.0     253.2346
4   150.0000,0.0    140.0000,0.0    190.0000,0.0    200.0000,0.0     329.2161
4   155.0000,0.0    145.0000,0.0    195.0000,0.0    205.0000,0.0     447.5947
4   160.0000,0.0    150.0000,0.0    200.0000,0.0    210.0000,0.0     567.5209
4   165.0000,0.0    155.0000,0.0    205.0000,0.0    215.0000,0.0     629.5097
4   170.0000,0.0    160.0000,0.0    210.0000,0.0    220.0000,0.0     632.6526
4   175.0000,0.0    165.0000,0.0    215.0000,0.0    225.0000,0.0     615.1115
4   180.0000,0.0    170.0000,0.0    220.0000,0.0    230.0000,0.0     597.3348
4   185.0000,0.0    175.0000,0.0    225.0000,0.0    235.0000,0.0     583.4095
4   190.0000,0.0    180.0000,0.0    230.0000,0.0    240.0000,0.0     573.0211
4   195.0000,0.0    185.0000,0.0    235.0000,0.0    245.0000,0.0     565.2773
4   200.0000,0.0    190.0000,0.0    240.0000,0.0    250.0000,0.0     559.4392
4   205.0000,0.0    195.0000,0.0    245.0000,0.0    255.0000,0.0     554.9790
4   210.0000,0.0    200.0000,0.0    250.0000,0.0    260.0000,0.0     551.5295
4   215.0000,0.0    205.0000,0.0    255.0000,0.0    265.0000,0.0     548.8350
4   220.0000,0.0    210.0000,0.0    260.0000,0.0    270.0000,0.0     546.7165
4   225.0000,0.0    215.0000,0.0    265.0000,0.0    275.0000,0.0     545.0488
4   230.0000,0.0    220.0000,0.0    270.0000,0.0    280.0000,0.0     543.7467
4   235.0000,0.0    225.0000,0.0    275.0000,0.0    285.0000,0.0     542.7584
4   240.0000,0.0    230.0000,0.0    280.0000,0.0    290.0000,0.0     542.0670
4   245.0000,0.0    235.0000,0.0    285.0000,0.0    295.0000,0.0     541.7037
4    30.0000,0.0      0.0000,0.0     60.0000,0.0     90.0000,0.0     557.2034
4    35.0000,0.0      5.0000,0.0     65.0000,0.0     95.0000,0.0     558.9921
4    40.0000,0.0     10.0000,0.0     70.0000,0.0    100.0000,0.0     561.2960
4    45.0000,0.0     15.0000,0.0     75.0000,0.0    105.0000,0.0     564.2313
4    50.0000,0.0     20.0000,0.0     80.0000,0.0    110.0000,0.0     567.9700
4    55.0000,0.0     25.0000,0.0     85.0000,0.0    115.0000,0.0     572.7558
4    60.0000,0.0     30.0000,0.0     90.0000,0.0    120.0000,0.0     578.9206
4    65.0000,0.0     35.0000,0.0     95.0000,0.0    125.0000,0.0     586.8776
4    70.0000,0.0     40.0000,0.0    100.0000,0.0    130.0000,0.0     596.9467
4    75.0000,0.0     45.0000,0.0    105.0000,0.0    135.0000,0.0     608.4509
4    80.0000,0.0     50.0000,0.0    110.0000,0.0    140.0000,0.0     616.9677
4    85.0000,0.0     55.0000,0.0    115.0000,0.0    145.0000,0.0     613.5745
4    90.0000,0.0     60.0000,0.0    120.0000,0.0    150.0000,0.0     593.5244
4    95.0000,0.0     65.0000,0.0    125.0000,0.0    155.0000,0.0     556.6744
4   100.0000,0.0     70.0000,0.0    130.0000,0.0    160.0000,0.0     502.5815
4   105.0000,0.0     75.0000,0.0    135.0000,0.0    165.0000,0.0     430.0999
4   110.0000,0.0     80.0000,0.0    140.0000,0.0    170.0000,0.0     346.8253
4   115.0000,0.0     85.0000,0.0    145.0000,0.0    175.0000,0.0     277.2175
4   120.0000,0.0     90.0000,0.0    150.0000,0.0    180.0000,0.0     234.9945
4   125.0000,0.0     95.0000,0.0    155.0000,0.0    185.0000,0.0     215.2415
4   130.0000,0.0    100.0000,0.0    160.0000,0.0    190.0000,0.0     208.4111
4   135.0000,0.0    105.0000,0.0    165.0000,0.0    195.0000,0.0     208.4111
4   140.0000,0.0    110.0000,0.0    170.0000,0.0    200.0000,0.0     215.2413
4   145.0000,0.0    115.0000,0.0    175.0000,0.0    205.0000,0.0     234.9942
4   150.0000,0.0    120.0000,0.0    180.0000,0.0    210.0000,0.0     277.2171
4   155.0000,0.0    125.0000,0.0    185.0000,0.0    215.0000,0.0     346.8245
4   160.0000,0.0    130.0000,0.0    190.0000,0.0    220.0000,0.0     430.0987
4   165.0000,0.0    135.0000,0.0    195.0000,0.0    225.0000,0.0     502.5798
4   170.0000,0.0    140.0000,0.0    200.0000,0.0    230.0000,0.0     556.6722
4   175.0000,0.0    145.0000,0.0    205.0000,0.0    235.0000,0.0     593.5219
4   180.0000,0.0    150.0000,0.0    210.0000,0.0    240.0000,0.0     613.5715
4   185.0000,0.0    155.0000,0.0    215.0000,0.0    245.0000,0.0     616.9645
4   190.0000,0.0    160.0000,0.0    220.0000,0.0    250.0000,0.0     608.4477
4   195.0000,0.0    165.0000,0.0    225.0000,0.0    255.0000,0.0     596.9435
4   200.0000,0.0    170.0000,0.0    230.0000,0.0    260.0000,0.0     586.8746
4   205.0000,0.0    175.0000,0.0    235.0000,0.0    265.0000,0.0     578.9177
4   210.0000,0.0    180.0000,0.0    240.0000,0.0    270.0000,0.0     572.7531
4   215.0000,0.0    185.0000,0.0    245.0000,0.0    275.0000,0.0     567.9675
4   220.0000,0.0    190.0000,0.0    250.0000,0.0    280.0000,0.0     564.2289
4   225.0000,0.0    195.0000,0.0    255.0000,0.0    285.0000,0.0     561.2939
4   230.0000,0.0    200.0000,0.0    260.0000,0.0    290.0000,0.0     558.9901
4   235.0000,0.0    205.0000,0.0    265.0000,0.0    295.0000,0.0     557.2015
4    20.0000,0.0      0.0000,0.0     60.0000,0.0     80.0000,0.0     588.0886
4    25.0000,0.0      5.0000,0.0     65.0000,0.0     85.0000,0.0     589.6724
4    30.0000,0.0     10.0000,0.0     70.0000,0.0     90.0000,0.0     591.7652
4    35.0000,0.0     15.0000,0.0     75.0000,0.0     95.0000,0.0     594.4470
4    40.0000,0.0     20.0000,0.0     80.0000,0.0    100.0000,0.0     597.8518
4    45.0000,0.0     25.0000,0.0     85.0000,0.0    105.0000,0.0     602.1768
4    50.0000,0.0     30.0000,0.0     90.0000,0.0    110.0000,0.0     607.7015
4    55.0000,0.0     35.0000,0.0     95.0000,0.0    115.0000,0.0     614.8159
4    60.0000,0.0     40.0000,0.0    100.0000,0.0    120.0000,0.0     624.0483
4    65.0000,0.0     45.0000,0.0    105.0000,0.0    125.0000,0.0     636.0366
4    70.0000,0.0     50.0000,0.0    110.0000,0.0    130.0000,0.0     651.1519
4    75.0000,0.0     55.0000,0.0    115.0000,0.0    135.0000,0.0     667.6141
4    80.0000,0.0     60.0000,0.0    120.0000,0.0    140.0000,0.0     675.7511
4    85.0000,0.0     65.0000,0.0    125.0000,0.0    145.0000,0.0     656.1943
4    90.0000,0.0     70.0000,0.0    130.0000,0.0    150.0000,0.0     598.1877
4    95.0000,0.0     75.0000,0.0    135.0000,0.0    155.0000,0.0     504.4208
4   100.0000,0.0     80.0000,0.0    140.0000,0.0    160.0000,0.0     393.5311
4   105.0000,0.0     85.0000,0.0    145.0000,0.0    165.0000,0.0     302.5950
4   110.0000,0.0     90.0000,0.0    150.0000,0.0    170.0000,0.0     249.3116
4   115.0000,0.0     95.0000,0.0    155.0000,0.0    175.0000,0.0     225.4737
4   120.0000,0.0    100.0000,0.0    160.0000,0.0    180.0000,0.0     216.9489
4   125.0000,0.0    105.0000,0.0    165.0000,0.0    185.0000,0.0     214.3689
4   130.0000,0.0    110.0000,0.0    170.0000,0.0    190.0000,0.0     214.3689
4   135.0000,0.0    115.0000,0.0    175.0000,0.0    195.0000,0.0     216.9487
4   140.0000,0.0    120.0000,0.0    180.0000,0.0    200.0000,0.0     225.4735
4   145.0000,0.0    125.0000,0.0    185.0000,0.0    205.0000,0.0     249.3112
4   150.0000,0.0    130.0000,0.0    190.0000,0.0    210.0000,0.0     302.5944
4   155.0000,0.0    135.0000,0.0    195.0000,0.0    215.0000,0.0     393.5299
4   160.0000,0.0    140.0000,0.0    200.0000,0.0    220.0000,0.0     504.4189
4   165.0000,0.0    145.0000,0.0    205.0000,0.0    225.0000,0.0     598.1851
4   170.0000,0.0    150.0000,0.0    210.0000,0.0    230.0000,0.0     656.1910
4   175.0000,0.0    155.0000,0.0    215.0000,0.0    235.0000,0.0     675.7473
4   180.0000,0.0    160.0000,0.0    220.0000,0.0    240.0000,0.0     667.6100
4   185.0000,0.0    165.0000,0.0    225.0000,0.0    245.0000,0.0     651.1479
4   190.0000,0.0    170.0000,0.0    230.0000,0.0    250.0000,0.0     636.0327
4   195.0000,0.0    175.0000,0.0    235.0000,0.0    255.0000,0.0     624.0446
4   200.0000,0.0    180.0000,0.0    240.0000,0.0    260.0000,0.0     614.8123
4   205.0000,0.0    185.0000,0.0    245.0000,0.0    265.0000,0.0     607.6981
4   210.0000,0.0    190.0000,0.0    250.0000,0.0    270.0000,0.0     602.1736
4   215.0000,0.0    195.0000,0.0    255.0000,0.0    275.0000,0.0     597.8489
4   220.0000,0.0    200.0000,0.0    260.0000,0.0    280.0000,0.0     594.4443
4   225.0000,0.0    205.0000,0.0    265.0000,0.0    285.0000,0.0     591.7628
4   230.0000,0.0    210.0000,0.0    270.0000,0.0    290.0000,0.0     589.6702
